transaction_id,date_key,product_id,region_id,channel_id,customer_id,quantity,unit_price,unit_cost,gross_revenue,discount_amt,net_revenue,total_cost,gross_profit
35,20250809,1,4,2,49,1,1199.0,620.0,1199.0,19.18,1179.82,620.0,559.82
36,20250108,1,2,1,2,2,1199.0,620.0,2398.0,28.78,2369.22,1240.0,1129.22
37,20250610,2,3,1,23,3,1899.0,980.0,5697.0,113.94,5583.06,2940.0,2643.06
38,20250816,6,1,2,41,1,49.0,14.0,49.0,2.4,46.6,14.0,32.6
39,20241207,1,1,1,11,1,1199.0,620.0,1199.0,46.76,1152.24,620.0,532.24
40,20251209,10,4,2,39,1,89.0,6.0,89.0,3.83,85.17,6.0,79.17
41,20240510,9,1,2,51,2,149.0,12.0,298.0,13.41,284.59,24.0,260.59
42,20241011,4,3,2,33,3,129.0,38.0,387.0,9.68,377.32,114.0,263.32
43,20241127,3,3,3,58,44,599.0,280.0,26356.0,3294.5,23061.5,12320.0,10741.5
44,20241209,8,4,2,34,3,59.0,5.0,177.0,5.31,171.69,15.0,156.69
45,20250727,9,2,2,7,3,149.0,12.0,447.0,12.96,434.04,36.0,398.04
46,20240616,4,4,2,39,2,129.0,38.0,258.0,9.29,248.71,76.0,172.71
47,20240625,8,2,1,22,1,59.0,5.0,59.0,3.3,55.7,5.0,50.7
48,20241025,4,1,2,56,2,129.0,38.0,258.0,12.9,245.1,76.0,169.1
49,20240705,3,2,1,27,1,599.0,280.0,599.0,5.39,593.61,280.0,313.61
50,20241006,4,4,1,24,2,129.0,38.0,258.0,11.09,246.91,76.0,170.91
51,20240807,6,4,2,49,3,49.0,14.0,147.0,1.18,145.82,42.0,103.82
52,20240415,12,3,2,58,3,179.0,22.0,537.0,28.46,508.54,66.0,442.54
53,20250711,11,1,1,6,4,119.0,18.0,476.0,18.09,457.91,72.0,385.91
54,20240308,7,4,2,59,3,99.0,8.0,297.0,10.99,286.01,24.0,262.01
55,20240219,7,1,2,46,1,99.0,8.0,99.0,3.76,95.24,8.0,87.24
56,20251126,7,1,2,41,1,99.0,8.0,99.0,1.68,97.32,8.0,89.32
57,20250113,4,3,1,13,4,129.0,38.0,516.0,8.26,507.74,152.0,355.74
58,20250225,12,1,1,56,4,179.0,22.0,716.0,20.76,695.24,88.0,607.24
59,20241025,6,2,2,12,1,49.0,14.0,49.0,2.16,46.84,14.0,32.84
60,20251105,2,1,1,1,2,1899.0,980.0,3798.0,159.52,3638.48,1960.0,1678.48
61,20250301,1,1,3,1,38,1199.0,620.0,45562.0,6834.3,38727.7,23560.0,15167.7
62,20241015,8,3,1,28,1,59.0,5.0,59.0,2.89,56.11,5.0,51.11
63,20241214,5,3,2,8,3,329.0,110.0,987.0,46.39,940.61,330.0,610.61
64,20240522,2,2,2,2,3,1899.0,980.0,5697.0,51.27,5645.73,2940.0,2705.73
65,20241026,10,5,2,5,2,89.0,6.0,178.0,6.23,171.77,12.0,159.77
66,20251111,7,3,1,38,1,99.0,8.0,99.0,3.07,95.93,8.0,87.93
67,20251206,5,5,1,5,4,329.0,110.0,1316.0,31.58,1284.42,440.0,844.42
68,20251226,7,2,3,7,43,99.0,8.0,4257.0,357.59,3899.41,344.0,3555.41
69,20250624,6,3,2,58,2,49.0,14.0,98.0,1.47,96.53,28.0,68.53
70,20240223,4,3,3,53,36,129.0,38.0,4644.0,594.43,4049.57,1368.0,2681.57
71,20240923,8,3,3,13,16,59.0,5.0,944.0,162.37,781.63,80.0,701.63
72,20240820,2,1,1,11,1,1899.0,980.0,1899.0,53.17,1845.83,980.0,865.83
73,20250205,3,3,1,53,1,599.0,280.0,599.0,23.36,575.64,280.0,295.64
74,20240214,8,4,2,59,2,59.0,5.0,118.0,2.71,115.29,10.0,105.29
75,20250317,8,2,1,42,2,59.0,5.0,118.0,6.61,111.39,10.0,101.39
76,20250903,5,3,1,38,1,329.0,110.0,329.0,12.83,316.17,110.0,206.17
77,20250313,2,4,1,54,1,1899.0,980.0,1899.0,96.85,1802.15,980.0,822.15
78,20241108,10,2,2,42,3,89.0,6.0,267.0,9.61,257.39,18.0,239.39
79,20240508,8,5,1,60,4,59.0,5.0,236.0,9.68,226.32,20.0,206.32
80,20240903,8,1,2,56,3,59.0,5.0,177.0,3.89,173.11,15.0,158.11
81,20250510,10,4,2,54,2,89.0,6.0,178.0,0.89,177.11,12.0,165.11
82,20240222,10,1,2,41,1,89.0,6.0,89.0,2.58,86.42,6.0,80.42
83,20251125,9,1,1,6,2,149.0,12.0,298.0,8.64,289.36,24.0,265.36
84,20240816,11,2,2,57,1,119.0,18.0,119.0,6.78,112.22,18.0,94.22
85,20250822,4,1,2,16,3,129.0,38.0,387.0,9.29,377.71,114.0,263.71
86,20251125,4,2,3,12,33,129.0,38.0,4257.0,523.61,3733.39,1254.0,2479.39
87,20250405,9,2,1,57,4,149.0,12.0,596.0,8.34,587.66,48.0,539.66
88,20241207,11,3,2,13,3,119.0,18.0,357.0,19.64,337.36,54.0,283.36
89,20251212,4,1,2,31,2,129.0,38.0,258.0,8.77,249.23,76.0,173.23
90,20251226,7,1,2,56,1,99.0,8.0,99.0,3.17,95.83,8.0,87.83
91,20241203,1,2,1,37,1,1199.0,620.0,1199.0,23.98,1175.02,620.0,555.02
92,20251012,9,2,1,22,4,149.0,12.0,596.0,14.9,581.1,48.0,533.1
93,20240407,1,3,2,43,2,1199.0,620.0,2398.0,19.18,2378.82,1240.0,1138.82
94,20251216,7,4,3,54,38,99.0,8.0,3762.0,338.58,3423.42,304.0,3119.42
95,20250403,4,2,2,27,3,129.0,38.0,387.0,5.42,381.58,114.0,267.58
96,20250512,8,5,2,30,1,59.0,5.0,59.0,0.59,58.41,5.0,53.41
97,20240601,7,1,2,6,2,99.0,8.0,198.0,7.52,190.48,16.0,174.48
98,20250420,3,1,2,21,1,599.0,280.0,599.0,13.18,585.82,280.0,305.82
99,20240802,6,1,2,21,2,49.0,14.0,98.0,3.23,94.77,28.0,66.77
100,20250912,7,3,1,43,2,99.0,8.0,198.0,10.3,187.7,16.0,171.7
101,20240803,4,2,2,12,2,129.0,38.0,258.0,13.93,244.07,76.0,168.07
102,20240923,9,1,3,26,9,149.0,12.0,1341.0,120.69,1220.31,108.0,1112.31
103,20251205,7,4,3,39,48,99.0,8.0,4752.0,779.33,3972.67,384.0,3588.67
104,20240124,4,1,2,36,3,129.0,38.0,387.0,1.16,385.84,114.0,271.84
105,20250121,1,4,1,49,1,1199.0,620.0,1199.0,63.55,1135.45,620.0,515.45
106,20240506,5,2,3,2,38,329.0,110.0,12502.0,1712.77,10789.23,4180.0,6609.23
107,20251110,5,1,2,21,2,329.0,110.0,658.0,1.32,656.68,220.0,436.68
108,20240602,4,3,2,18,2,129.0,38.0,258.0,8.51,249.49,76.0,173.49
109,20250226,1,1,1,16,1,1199.0,620.0,1199.0,22.78,1176.22,620.0,556.22
110,20251202,1,4,3,59,50,1199.0,620.0,59950.0,9651.95,50298.05,31000.0,19298.05
111,20250721,1,2,2,37,3,1199.0,620.0,3597.0,32.37,3564.63,1860.0,1704.63
112,20250816,3,2,3,27,25,599.0,280.0,14975.0,1287.85,13687.15,7000.0,6687.15
113,20250607,5,3,2,53,2,329.0,110.0,658.0,11.84,646.16,220.0,426.16
114,20250505,1,2,2,37,1,1199.0,620.0,1199.0,31.17,1167.83,620.0,547.83
115,20240525,5,5,1,45,2,329.0,110.0,658.0,29.61,628.39,220.0,408.39
116,20240714,2,4,3,39,29,1899.0,980.0,55071.0,5452.03,49618.97,28420.0,21198.97
117,20241227,9,4,2,39,1,149.0,12.0,149.0,1.94,147.06,12.0,135.06
118,20241204,4,3,2,58,2,129.0,38.0,258.0,1.29,256.71,76.0,180.71
119,20250823,2,4,1,44,3,1899.0,980.0,5697.0,188.0,5509.0,2940.0,2569.0
120,20251028,3,3,1,48,1,599.0,280.0,599.0,20.97,578.03,280.0,298.03
121,20241109,1,4,2,4,3,1199.0,620.0,3597.0,201.43,3395.57,1860.0,1535.57
122,20241220,8,5,2,35,1,59.0,5.0,59.0,0.12,58.88,5.0,53.88
123,20250426,5,2,2,27,3,329.0,110.0,987.0,29.61,957.39,330.0,627.39
124,20240321,3,5,3,10,50,599.0,280.0,29950.0,3713.8,26236.2,14000.0,12236.2
125,20251018,10,2,1,32,3,89.0,6.0,267.0,2.4,264.6,18.0,246.6
126,20240412,8,4,2,39,1,59.0,5.0,59.0,2.65,56.35,5.0,51.35
127,20240916,4,1,1,6,3,129.0,38.0,387.0,15.48,371.52,114.0,257.52
128,20250310,7,4,1,9,4,99.0,8.0,396.0,6.34,389.66,32.0,357.66
129,20250328,6,2,2,22,1,49.0,14.0,49.0,2.65,46.35,14.0,32.35
130,20250720,8,3,2,8,1,59.0,5.0,59.0,3.19,55.81,5.0,50.81
131,20250626,8,3,1,38,2,59.0,5.0,118.0,5.66,112.34,10.0,102.34
132,20251104,5,1,1,1,4,329.0,110.0,1316.0,39.48,1276.52,440.0,836.52
133,20250625,1,2,2,37,2,1199.0,620.0,2398.0,11.99,2386.01,1240.0,1146.01
134,20240311,5,1,1,26,2,329.0,110.0,658.0,30.93,627.07,220.0,407.07
135,20251120,2,4,1,4,1,1899.0,980.0,1899.0,104.45,1794.55,980.0,814.55
136,20240825,6,2,2,37,2,49.0,14.0,98.0,2.55,95.45,28.0,67.45
137,20251115,9,1,1,41,3,149.0,12.0,447.0,25.93,421.07,36.0,385.07
138,20241125,10,3,1,8,3,89.0,6.0,267.0,13.88,253.12,18.0,235.12
139,20251002,2,4,1,4,4,1899.0,980.0,7596.0,205.09,7390.91,3920.0,3470.91
140,20251224,8,4,1,49,3,59.0,5.0,177.0,9.03,167.97,15.0,152.97
141,20241225,8,2,2,17,3,59.0,5.0,177.0,1.59,175.41,15.0,160.41
142,20241113,4,3,2,8,3,129.0,38.0,387.0,14.32,372.68,114.0,258.68
143,20251116,1,1,3,21,13,1199.0,620.0,15587.0,1246.96,14340.04,8060.0,6280.04
144,20251024,5,2,3,37,11,329.0,110.0,3619.0,586.28,3032.72,1210.0,1822.72
145,20241114,12,1,2,36,2,179.0,22.0,358.0,6.09,351.91,44.0,307.91
146,20251124,10,2,1,27,3,89.0,6.0,267.0,0.27,266.73,18.0,248.73
147,20251120,4,1,1,26,3,129.0,38.0,387.0,6.58,380.42,114.0,266.42
148,20241012,3,3,1,18,1,599.0,280.0,599.0,24.56,574.44,280.0,294.44
149,20241208,4,2,3,37,40,129.0,38.0,5160.0,629.52,4530.48,1520.0,3010.48
150,20240409,3,1,1,41,2,599.0,280.0,1198.0,65.89,1132.11,560.0,572.11
151,20250218,7,3,1,28,2,99.0,8.0,198.0,5.94,192.06,16.0,176.06
152,20251106,1,1,1,1,4,1199.0,620.0,4796.0,134.29,4661.71,2480.0,2181.71
153,20250813,9,1,2,11,2,149.0,12.0,298.0,17.28,280.72,24.0,256.72
154,20250914,7,5,1,20,3,99.0,8.0,297.0,7.43,289.57,24.0,265.57
155,20240323,8,1,2,6,3,59.0,5.0,177.0,3.72,173.28,15.0,158.28
156,20250928,8,2,1,57,3,59.0,5.0,177.0,5.13,171.87,15.0,156.87
157,20251213,1,5,1,10,2,1199.0,620.0,2398.0,86.33,2311.67,1240.0,1071.67
158,20240220,9,3,2,48,3,149.0,12.0,447.0,19.22,427.78,36.0,391.78
159,20251122,4,1,1,16,2,129.0,38.0,258.0,1.03,256.97,76.0,180.97
160,20251116,10,3,2,28,2,89.0,6.0,178.0,0.0,178.0,12.0,166.0
161,20250411,5,1,2,46,1,329.0,110.0,329.0,19.08,309.92,110.0,199.92
162,20250509,5,2,3,57,25,329.0,110.0,8225.0,1332.45,6892.55,2750.0,4142.55
163,20241110,10,1,3,46,39,89.0,6.0,3471.0,506.77,2964.23,234.0,2730.23
164,20240305,6,1,1,1,3,49.0,14.0,147.0,2.5,144.5,42.0,102.5
165,20240208,4,1,3,31,23,129.0,38.0,2967.0,462.85,2504.15,874.0,1630.15
166,20241101,4,4,3,14,44,129.0,38.0,5676.0,561.92,5114.08,1672.0,3442.08
167,20241212,9,4,1,24,3,149.0,12.0,447.0,18.33,428.67,36.0,392.67
168,20251113,3,4,1,49,4,599.0,280.0,2396.0,105.42,2290.58,1120.0,1170.58
169,20250308,5,1,1,21,1,329.0,110.0,329.0,12.83,316.17,110.0,206.17
170,20250218,4,4,2,49,3,129.0,38.0,387.0,16.25,370.75,114.0,256.75
171,20250823,11,5,3,30,35,119.0,18.0,4165.0,578.94,3586.06,630.0,2956.06
172,20251027,7,4,3,59,50,99.0,8.0,4950.0,767.25,4182.75,400.0,3782.75
173,20240803,6,2,2,12,1,49.0,14.0,49.0,0.78,48.22,14.0,34.22
174,20240316,1,1,2,41,2,1199.0,620.0,2398.0,105.51,2292.49,1240.0,1052.49
175,20241020,4,5,1,10,4,129.0,38.0,516.0,23.74,492.26,152.0,340.26
176,20240715,4,3,1,18,3,129.0,38.0,387.0,4.64,382.36,114.0,268.36
177,20250620,4,4,1,49,3,129.0,38.0,387.0,12.38,374.62,114.0,260.62
178,20251119,8,5,2,45,1,59.0,5.0,59.0,2.01,56.99,5.0,51.99
179,20241203,3,2,2,12,2,599.0,280.0,1198.0,16.77,1181.23,560.0,621.23
180,20251208,1,3,1,38,2,1199.0,620.0,2398.0,129.49,2268.51,1240.0,1028.51
181,20250823,9,1,1,46,4,149.0,12.0,596.0,32.18,563.82,48.0,515.82
182,20240717,2,2,2,17,3,1899.0,980.0,5697.0,113.94,5583.06,2940.0,2643.06
183,20240619,9,1,2,31,3,149.0,12.0,447.0,23.69,423.31,36.0,387.31
184,20240718,5,3,1,23,3,329.0,110.0,987.0,12.83,974.17,330.0,644.17
185,20240702,4,1,3,16,38,129.0,38.0,4902.0,392.16,4509.84,1444.0,3065.84
186,20251217,4,2,2,27,3,129.0,38.0,387.0,4.64,382.36,114.0,268.36
187,20251011,10,1,1,46,3,89.0,6.0,267.0,5.07,261.93,18.0,243.93
188,20250828,9,5,1,35,4,149.0,12.0,596.0,29.2,566.8,48.0,518.8
189,20241002,7,3,2,48,3,99.0,8.0,297.0,17.52,279.48,24.0,255.48
190,20240612,7,2,1,37,4,99.0,8.0,396.0,6.34,389.66,32.0,357.66
191,20250811,3,4,2,9,1,599.0,280.0,599.0,1.8,597.2,280.0,317.2
192,20251202,2,2,1,52,4,1899.0,980.0,7596.0,417.78,7178.22,3920.0,3258.22
193,20240321,5,1,1,51,1,329.0,110.0,329.0,6.25,322.75,110.0,212.75
194,20240708,4,1,1,21,4,129.0,38.0,516.0,18.58,497.42,152.0,345.42
195,20250305,4,2,3,22,23,129.0,38.0,2967.0,281.87,2685.13,874.0,1811.13
196,20241116,10,1,2,16,1,89.0,6.0,89.0,5.25,83.75,6.0,77.75
197,20250520,1,1,1,26,2,1199.0,620.0,2398.0,86.33,2311.67,1240.0,1071.67
198,20240403,3,3,2,58,2,599.0,280.0,1198.0,20.37,1177.63,560.0,617.63
199,20241225,5,4,2,59,3,329.0,110.0,987.0,36.52,950.48,330.0,620.48
200,20240616,7,1,3,16,49,99.0,8.0,4851.0,771.31,4079.69,392.0,3687.69
201,20240721,3,3,1,18,2,599.0,280.0,1198.0,13.18,1184.82,560.0,624.82
202,20250626,5,1,1,51,2,329.0,110.0,658.0,24.35,633.65,220.0,413.65
203,20240828,12,5,2,35,2,179.0,22.0,358.0,0.72,357.28,44.0,313.28
204,20251002,9,2,1,22,4,149.0,12.0,596.0,19.67,576.33,48.0,528.33
205,20241223,10,3,2,8,1,89.0,6.0,89.0,0.18,88.82,6.0,82.82
206,20250518,5,1,1,6,3,329.0,110.0,987.0,23.69,963.31,330.0,633.31
207,20251110,4,1,2,16,1,129.0,38.0,129.0,1.16,127.84,38.0,89.84
208,20241022,4,4,3,59,44,129.0,38.0,5676.0,681.12,4994.88,1672.0,3322.88
209,20241204,12,1,2,51,2,179.0,22.0,358.0,14.32,343.68,44.0,299.68
210,20240426,3,1,2,1,2,599.0,280.0,1198.0,5.99,1192.01,560.0,632.01
211,20241215,2,4,3,44,44,1899.0,980.0,83556.0,13536.07,70019.93,43120.0,26899.93
212,20250325,10,5,1,10,3,89.0,6.0,267.0,13.35,253.65,18.0,235.65
213,20250624,3,1,1,6,4,599.0,280.0,2396.0,136.57,2259.43,1120.0,1139.43
214,20251102,9,4,1,24,1,149.0,12.0,149.0,4.77,144.23,12.0,132.23
215,20241124,1,1,2,26,1,1199.0,620.0,1199.0,6.0,1193.0,620.0,573.0
216,20250503,3,3,2,28,1,599.0,280.0,599.0,7.79,591.21,280.0,311.21
217,20250801,8,1,2,31,1,59.0,5.0,59.0,2.07,56.93,5.0,51.93
218,20240109,7,5,1,10,1,99.0,8.0,99.0,1.39,97.61,8.0,89.61
219,20251107,4,1,2,56,3,129.0,38.0,387.0,19.35,367.65,114.0,253.65
220,20251024,2,2,1,12,3,1899.0,980.0,5697.0,273.46,5423.54,2940.0,2483.54
221,20240326,7,1,2,41,2,99.0,8.0,198.0,7.72,190.28,16.0,174.28
222,20240419,2,3,3,48,46,1899.0,980.0,87354.0,13365.16,73988.84,45080.0,28908.84
223,20240628,3,1,3,21,31,599.0,280.0,18569.0,1541.23,17027.77,8680.0,8347.77
224,20240819,4,2,2,17,3,129.0,38.0,387.0,20.9,366.1,114.0,252.1
225,20250803,6,3,2,8,2,49.0,14.0,98.0,3.72,94.28,28.0,66.28
226,20250426,4,1,1,26,2,129.0,38.0,258.0,7.74,250.26,76.0,174.26
227,20251026,5,2,2,27,2,329.0,110.0,658.0,15.79,642.21,220.0,422.21
228,20250719,5,1,1,6,1,329.0,110.0,329.0,11.52,317.48,110.0,207.48
229,20250513,12,2,2,17,2,179.0,22.0,358.0,7.16,350.84,44.0,306.84
230,20240520,4,1,1,56,2,129.0,38.0,258.0,6.45,251.55,76.0,175.55
231,20241012,5,4,2,29,2,329.0,110.0,658.0,21.06,636.94,220.0,416.94
232,20250325,5,1,2,1,2,329.0,110.0,658.0,8.55,649.45,220.0,429.45
233,20251007,3,2,2,32,3,599.0,280.0,1797.0,32.35,1764.65,840.0,924.65
234,20251106,4,3,2,38,3,129.0,38.0,387.0,15.09,371.91,114.0,257.91
235,20240118,10,4,2,54,3,89.0,6.0,267.0,4.54,262.46,18.0,244.46
236,20250925,7,1,1,11,3,99.0,8.0,297.0,5.64,291.36,24.0,267.36
237,20250225,3,1,2,56,2,599.0,280.0,1198.0,61.1,1136.9,560.0,576.9
238,20240123,3,1,2,26,1,599.0,280.0,599.0,11.98,587.02,280.0,307.02
239,20241002,2,1,1,1,3,1899.0,980.0,5697.0,34.18,5662.82,2940.0,2722.82
240,20241003,6,1,1,21,4,49.0,14.0,196.0,5.29,190.71,56.0,134.71
241,20240802,9,4,2,24,3,149.0,12.0,447.0,4.92,442.08,36.0,406.08
242,20241109,11,4,3,59,36,119.0,18.0,4284.0,621.18,3662.82,648.0,3014.82
243,20240607,7,2,1,7,1,99.0,8.0,99.0,4.36,94.64,8.0,86.64
244,20250404,8,4,3,34,39,59.0,5.0,2301.0,232.4,2068.6,195.0,1873.6
245,20250401,6,2,1,12,1,49.0,14.0,49.0,1.13,47.87,14.0,33.87
246,20241110,6,3,3,8,28,49.0,14.0,1372.0,128.97,1243.03,392.0,851.03
247,20250509,11,3,2,28,2,119.0,18.0,238.0,9.28,228.72,36.0,192.72
248,20240716,4,1,2,1,3,129.0,38.0,387.0,0.39,386.61,114.0,272.61
249,20250817,4,2,2,37,2,129.0,38.0,258.0,10.06,247.94,76.0,171.94
250,20250502,12,1,2,41,2,179.0,22.0,358.0,13.25,344.75,44.0,300.75
251,20250126,6,4,2,59,1,49.0,14.0,49.0,0.34,48.66,14.0,34.66
252,20251025,10,3,1,53,3,89.0,6.0,267.0,7.21,259.79,18.0,241.79
253,20250323,3,2,1,37,1,599.0,280.0,599.0,13.18,585.82,280.0,305.82
254,20251201,2,2,2,37,1,1899.0,980.0,1899.0,60.77,1838.23,980.0,858.23
255,20240918,3,3,1,8,1,599.0,280.0,599.0,29.35,569.65,280.0,289.65
256,20241205,7,1,2,11,3,99.0,8.0,297.0,16.04,280.96,24.0,256.96
257,20240418,7,1,2,11,1,99.0,8.0,99.0,5.54,93.46,8.0,85.46
258,20250901,5,1,1,56,2,329.0,110.0,658.0,25.66,632.34,220.0,412.34
259,20240306,11,2,2,12,2,119.0,18.0,238.0,4.28,233.72,36.0,197.72
260,20250321,1,3,1,18,2,1199.0,620.0,2398.0,11.99,2386.01,1240.0,1146.01
261,20250514,5,2,1,2,3,329.0,110.0,987.0,20.73,966.27,330.0,636.27
262,20251115,3,2,2,47,2,599.0,280.0,1198.0,21.56,1176.44,560.0,616.44
263,20251205,4,4,1,24,4,129.0,38.0,516.0,10.32,505.68,152.0,353.68
264,20240611,5,3,2,13,3,329.0,110.0,987.0,41.45,945.55,330.0,615.55
265,20240414,12,4,3,9,29,179.0,22.0,5191.0,462.0,4729.0,638.0,4091.0
266,20240604,1,3,1,8,1,1199.0,620.0,1199.0,52.76,1146.24,620.0,526.24
267,20250708,7,2,1,32,3,99.0,8.0,297.0,4.46,292.54,24.0,268.54
268,20250108,3,2,1,17,4,599.0,280.0,2396.0,33.54,2362.46,1120.0,1242.46
269,20241109,7,2,2,27,3,99.0,8.0,297.0,10.99,286.01,24.0,262.01
270,20250613,3,4,3,54,50,599.0,280.0,29950.0,4402.65,25547.35,14000.0,11547.35
271,20240404,7,1,2,21,3,99.0,8.0,297.0,9.21,287.79,24.0,263.79
272,20240528,1,1,2,21,3,1199.0,620.0,3597.0,39.57,3557.43,1860.0,1697.43
273,20251201,4,1,2,31,2,129.0,38.0,258.0,12.9,245.1,76.0,169.1
274,20241007,5,1,3,51,25,329.0,110.0,8225.0,945.88,7279.12,2750.0,4529.12
275,20251005,10,3,1,18,4,89.0,6.0,356.0,7.48,348.52,24.0,324.52
276,20240614,4,1,1,31,2,129.0,38.0,258.0,9.8,248.2,76.0,172.2
277,20251127,7,2,3,37,5,99.0,8.0,495.0,87.61,407.39,40.0,367.39
278,20251205,6,1,1,1,3,49.0,14.0,147.0,1.03,145.97,42.0,103.97
279,20250701,7,1,1,36,2,99.0,8.0,198.0,4.36,193.64,16.0,177.64
280,20241204,8,4,1,29,3,59.0,5.0,177.0,5.66,171.34,15.0,156.34
281,20250502,1,5,1,5,2,1199.0,620.0,2398.0,4.8,2393.2,1240.0,1153.2
282,20250822,3,2,2,47,2,599.0,280.0,1198.0,4.79,1193.21,560.0,633.21
283,20250104,6,4,2,34,3,49.0,14.0,147.0,3.09,143.91,42.0,101.91
284,20250805,11,1,1,6,1,119.0,18.0,119.0,2.62,116.38,18.0,98.38
285,20240108,3,1,1,11,1,599.0,280.0,599.0,9.58,589.42,280.0,309.42
286,20240824,5,3,1,8,3,329.0,110.0,987.0,51.32,935.68,330.0,605.68
287,20250804,7,3,3,38,49,99.0,8.0,4851.0,436.59,4414.41,392.0,4022.41
288,20251210,4,4,3,19,29,129.0,38.0,3741.0,340.43,3400.57,1102.0,2298.57
289,20251213,4,3,1,48,4,129.0,38.0,516.0,24.77,491.23,152.0,339.23
290,20251108,8,3,1,43,4,59.0,5.0,236.0,2.6,233.4,20.0,213.4
291,20250823,3,2,2,17,2,599.0,280.0,1198.0,9.58,1188.42,560.0,628.42
292,20240514,8,2,1,37,1,59.0,5.0,59.0,2.3,56.7,5.0,51.7
293,20240818,3,3,3,48,38,599.0,280.0,22762.0,2025.82,20736.18,10640.0,10096.18
294,20240624,12,2,2,7,2,179.0,22.0,358.0,3.58,354.42,44.0,310.42
295,20241110,7,3,1,28,2,99.0,8.0,198.0,10.89,187.11,16.0,171.11
296,20240522,12,2,2,2,3,179.0,22.0,537.0,17.72,519.28,66.0,453.28
297,20250619,1,4,1,4,1,1199.0,620.0,1199.0,38.37,1160.63,620.0,540.63
298,20250618,6,1,1,21,1,49.0,14.0,49.0,1.57,47.43,14.0,33.43
299,20250310,7,1,1,31,1,99.0,8.0,99.0,2.38,96.62,8.0,88.62
300,20251201,3,1,3,11,44,599.0,280.0,26356.0,2925.52,23430.48,12320.0,11110.48
301,20241104,9,1,1,31,2,149.0,12.0,298.0,5.66,292.34,24.0,268.34
302,20250314,1,1,2,56,2,1199.0,620.0,2398.0,83.93,2314.07,1240.0,1074.07
303,20240802,10,1,1,16,2,89.0,6.0,178.0,5.16,172.84,12.0,160.84
304,20250408,3,1,3,11,34,599.0,280.0,20366.0,2993.8,17372.2,9520.0,7852.2
305,20241219,6,3,1,38,3,49.0,14.0,147.0,0.15,146.85,42.0,104.85
